Sample.Name,id_number,id_year,Run,BioProject,BioSample,carapace_length_mm,Center.Name,Collection_Date,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,library_id,Library.Name,library_name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,sex,site_name,SRA.Study,store_cond,tissue,year_sequenced,resequenced
FC12-23,23,NA,SRR30263823,PRJNA1148680,SAMN43213494,46,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724899,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-23_RSC6_2021,FC12-23_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-24,24,NA,SRR30264357,PRJNA1148680,SAMN43213495,47,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725365,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-24_RSC6_2021,FC12-24_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-25,25,NA,SRR30264104,PRJNA1148680,SAMN43213496,48,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725306,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-25_RSC6_2021,FC12-25_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-26,26,NA,SRR30264351,PRJNA1148680,SAMN43213497,38,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725371,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-26_RSC6_2021,FC12-26_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-27,27,NA,SRR30264340,PRJNA1148680,SAMN43213498,52,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725382,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-27_RSC6_2021,FC12-27_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-28,28,NA,SRR30264617,PRJNA1148680,SAMN43213499,42,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725761,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-28_RSC6_2021,FC12-28_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-29,29,NA,SRR30264334,PRJNA1148680,SAMN43213500,51,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725388,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-29_RSC6_2021,FC12-29_RSC6_2021,RSC6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-3,3,NA,SRR30264687,PRJNA1148680,SAMN43213474,47,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725691,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-3_RSC11_2021,FC12-3_RSC11_2021,RSC11,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-30,30,NA,SRR30264323,PRJNA1148680,SAMN43213501,51,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725399,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-30_RSC7_2021,FC12-30_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-31,31,NA,SRR30264600,PRJNA1148680,SAMN43213502,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725778,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-31_RSC7_2021,FC12-31_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-32,32,NA,SRR30263819,PRJNA1148680,SAMN43213503,34,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724903,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-32_RSC7_2021,FC12-32_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-33,33,NA,SRR30263808,PRJNA1148680,SAMN43213504,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724914,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-33_RSC7_2021,FC12-33_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-34,34,NA,SRR30264310,PRJNA1148680,SAMN43213505,51,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725412,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-34_RSC7_2021,FC12-34_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-35,35,NA,SRR30264587,PRJNA1148680,SAMN43213506,36,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725791,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-35_RSC7_2021,FC12-35_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-36,36,NA,SRR30264576,PRJNA1148680,SAMN43213507,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725802,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-36_RSC7_2021,FC12-36_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-37,37,NA,SRR30264293,PRJNA1148680,SAMN43213508,51,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725429,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-37_RSC7_2021,FC12-37_RSC7_2021,RSC7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-38,38,NA,SRR30264570,PRJNA1148680,SAMN43213509,36,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725808,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-38_RSC8_2021,FC12-38_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-39,39,NA,SRR30263805,PRJNA1148680,SAMN43213510,35,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724917,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-39_RSC8_2021,FC12-39_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-4,4,NA,SRR30264675,PRJNA1148680,SAMN43213475,47,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725703,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-4_RSC11_2021,FC12-4_RSC11_2021,RSC11,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-40,40,NA,SRR30263794,PRJNA1148680,SAMN43213511,41,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724928,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-40_RSC8_2021,FC12-40_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-41,41,NA,SRR30264553,PRJNA1148680,SAMN43213512,41,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725825,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-41_RSC8_2021,FC12-41_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-42,42,NA,SRR30264286,PRJNA1148680,SAMN43213513,45,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725436,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-42_RSC8_2021,FC12-42_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-43,43,NA,SRR30264275,PRJNA1148680,SAMN43213514,46,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725447,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-43_RSC8_2021,FC12-43_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-44,44,NA,SRR30264535,PRJNA1148680,SAMN43213515,43,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725499,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-44_RSC8_2021,FC12-44_RSC8_2021,RSC8,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-45,45,NA,SRR30264090,PRJNA1148680,SAMN43213516,40,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725320,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-45_RSC12_2021,FC12-45_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-46,46,NA,SRR30264079,PRJNA1148680,SAMN43213517,38,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725331,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-46_RSC12_2021,FC12-46_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-47,47,NA,SRR30264262,PRJNA1148680,SAMN43213518,47,MICHIGAN STATE UNIVERSITY,2019-09,adult,Group 3,SRX25725460,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-47_RSC12_2021,FC12-47_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-48,48,NA,SRR30264523,PRJNA1148680,SAMN43213519,43,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725511,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-48_RSC12_2021,FC12-48_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-49,49,NA,SRR30264512,PRJNA1148680,SAMN43213520,43,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725522,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-49_RSC12_2021,FC12-49_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-5,5,NA,SRR30263878,PRJNA1148680,SAMN43213476,40,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724844,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-5_RSC11_2021,FC12-5_RSC11_2021,RSC11,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-50,50,NA,SRR30263779,PRJNA1148680,SAMN43213521,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724943,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-50_RSC12_2021,FC12-50_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-6,6,NA,SRR30264413,PRJNA1148680,SAMN43213477,40,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725621,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-6_RSC12_2021,FC12-6_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-7,7,NA,SRR30264402,PRJNA1148680,SAMN43213478,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725632,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-7_RSC12_2021,FC12-7_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-8,8,NA,SRR30263861,PRJNA1148680,SAMN43213479,37,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25724861,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-8_RSC12_2021,FC12-8_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2021,
FC12-9,9,NA,SRR30264668,PRJNA1148680,SAMN43213480,37,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 3,SRX25725710,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-9_RSC12_2021,FC12-9_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2021,
FC16-1,1,NA,SRR30264250,PRJNA1148680,SAMN43213522,42,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725472,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-1_RSC2_2021,FC16-1_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-10,10,NA,SRR30264230,PRJNA1148680,SAMN43213531,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725180,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-10_RSC3_2021,FC16-10_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-11,11,NA,SRR30264229,PRJNA1148680,SAMN43213532,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725181,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-11_RSC3_2021,FC16-11_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-12,12,NA,SRR30264228,PRJNA1148680,SAMN43213533,38,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725182,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-12_RSC3_2021,FC16-12_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-13,13,NA,SRR30264227,PRJNA1148680,SAMN43213534,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725183,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-13_RSC3_2021,FC16-13_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-14,14,NA,SRR30264225,PRJNA1148680,SAMN43213535,45,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725185,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-14_RSC3_2021,FC16-14_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-15,15,NA,SRR30264224,PRJNA1148680,SAMN43213536,38,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725186,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-15_RSC3_2021,FC16-15_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-16,16,NA,SRR30264223,PRJNA1148680,SAMN43213537,38,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725187,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-16_RSC3_2021,FC16-16_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-17,17,NA,SRR30264222,PRJNA1148680,SAMN43213538,45,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725188,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-17_RSC4_2021,FC16-17_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-18,18,NA,SRR30264061,PRJNA1148680,SAMN43213539,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725005,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-18_RSC4_2021,FC16-18_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-19,19,NA,SRR30264060,PRJNA1148680,SAMN43213540,32,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725006,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-19_RSC4_2021,FC16-19_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-2,2,NA,SRR30264077,PRJNA1148680,SAMN43213523,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725333,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-2_RSC2_2021,FC16-2_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-20,20,NA,SRR30264059,PRJNA1148680,SAMN43213541,41,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725007,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-20_RSC4_2021,FC16-20_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-21,21,NA,SRR30264058,PRJNA1148680,SAMN43213542,38,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725008,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-21_RSC4_2021,FC16-21_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-22,22,NA,SRR30264057,PRJNA1148680,SAMN43213543,43,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725009,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-22_RSC4_2021,FC16-22_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-23,23,NA,SRR30264056,PRJNA1148680,SAMN43213544,33,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725010,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-23_RSC4_2021,FC16-23_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-24,24,NA,SRR30264054,PRJNA1148680,SAMN43213545,39,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725012,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-24_RSC4_2021,FC16-24_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-25,25,NA,SRR30264053,PRJNA1148680,SAMN43213546,41,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725013,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-25_RSC1_2021,FC16-25_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-26,26,NA,SRR30264052,PRJNA1148680,SAMN43213547,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725014,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-26_RSC1_2021,FC16-26_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-27,27,NA,SRR30264051,PRJNA1148680,SAMN43213548,33,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725015,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-27_RSC1_2021,FC16-27_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-28,28,NA,SRR30264050,PRJNA1148680,SAMN43213549,40,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725016,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-28_RSC1_2021,FC16-28_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-29,29,NA,SRR30264049,PRJNA1148680,SAMN43213550,38,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725017,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-29_RSC1_2021,FC16-29_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-3,3,NA,SRR30264066,PRJNA1148680,SAMN43213524,41,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725000,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-3_RSC2_2021,FC16-3_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-30,30,NA,SRR30264048,PRJNA1148680,SAMN43213551,34,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725018,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-30_RSC1_2021,FC16-30_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-4,4,NA,SRR30264236,PRJNA1148680,SAMN43213525,36,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725174,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-4_RSC2_2021,FC16-4_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-5,5,NA,SRR30264235,PRJNA1148680,SAMN43213526,31,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725175,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-5_RSC2_2021,FC16-5_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-6,6,NA,SRR30264234,PRJNA1148680,SAMN43213527,47,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725176,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-6_RSC2_2021,FC16-6_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-7,7,NA,SRR30264233,PRJNA1148680,SAMN43213528,33,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725177,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-7_RSC2_2021,FC16-7_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-8,8,NA,SRR30264232,PRJNA1148680,SAMN43213529,41,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725178,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-8_RSC2_2021,FC16-8_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2021,
FC16-9,9,NA,SRR30264231,PRJNA1148680,SAMN43213530,41,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25725179,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-9_RSC3_2021,FC16-9_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2021,
FC17-1,1,NA,SRR30264047,PRJNA1148680,SAMN43213552,47,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725019,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC17-1_RSC1_2021,FC17-1_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC3,SRP526750,95% ethanol,gill,2021,
